,광역시도,시도,구분,인구수,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100+,20-39세,65세이상
193,,,남자,728137.0,59840.0,45509.0,49835,57412.0,27279.0,20395.0,14133,7132.0,2635.0,692.0,118,39.0,212596.0,72423.0
194,,,여자,741077.0,53494.0,42559.0,48078,58070.0,31172.0,24370.0,20396,13395.0,7208.0,2585.0,707,316.0,202201.0,100149.0
195,,동구,합계,95791.0,6809.0,6099.0,6150,6420.0,6109.0,5101.0,4104,2421.0,1147.0,373.0,107,51.0,25478.0,19413.0
196,,,남자,47823.0,3509.0,3190.0,3297,3474.0,2770.0,2331.0,1877,987.0,364.0,103.0,24,8.0,13470.0,8464.0
197,,,여자,47968.0,3300.0,2909.0,2853,2946.0,3339.0,2770.0,2227,1434.0,783.0,270.0,83,43.0,12008.0,10949.0
198,,서구,합계,309579.0,24720.0,19306.0,20529,23356.0,12102.0,9179.0,6923,4121.0,1961.0,699.0,162,67.0,87911.0,35214.0
199,,,남자,152246.0,13023.0,9886.0,10322,11328.0,5656.0,4189.0,2871,1467.0,536.0,144.0,19,6.0,44559.0,14888.0
200,,,여자,157333.0,11697.0,9420.0,10207,12028.0,6446.0,4990.0,4052,2654.0,1425.0,555.0,143,61.0,43352.0,20326.0
201,,남구,합계,219729.0,16515.0,12456.0,13581,16055.0,10941.0,8372.0,6412,3786.0,1824.0,601.0,163,85.0,58607.0,32184.0
202,,,남자,106288.0,8605.0,6354.0,6832,7957.0,5035.0,3912.0,2691,1332.0,512.0,130.0,24,10.0,29748.0,13646.0
203,,,여자,113441.0,7910.0,6102.0,6749,8098.0,5906.0,4460.0,3721,2454.0,1312.0,471.0,139,75.0,28859.0,18538.0
204,,북구,합계,441066.0,35169.0,28228.0,29922,32987.0,18808.0,13907.0,10525,6157.0,3024.0,937.0,235,101.0,126306.0,53694.0
205,,,남자,219300.0,18726.0,14685.0,15533,16718.0,9009.0,6364.0,4321,2119.0,792.0,194.0,33,13.0,65662.0,22845.0
206,,,여자,221766.0,16443.0,13543.0,14389,16269.0,9799.0,7543.0,6204,4038.0,2232.0,743.0,202,88.0,60644.0,30849.0
207,,광산구,합계,403049.0,30121.0,21979.0,27731,36664.0,10491.0,8206.0,6565,4042.0,1887.0,667.0,158,51.0,116495.0,32067.0
208,,,남자,202480.0,15977.0,11394.0,13851,17935.0,4809.0,3599.0,2373,1227.0,431.0,121.0,18,2.0,59157.0,12580.0
209,,,여자,200569.0,14144.0,10585.0,13880,18729.0,5682.0,4607.0,4192,2815.0,1456.0,546.0,140,49.0,57338.0,19487.0
211,,,남자,757289.0,59816.0,53029.0,53943,59062.0,28049.0,20021.0,14222,7561.0,2750.0,789.0,193,73.0,225850.0,73658.0
212,,,여자,757081.0,53389.0,46562.0,50900,58974.0,29842.0,23695.0,19837,13966.0,7207.0,2520.0,608,235.0,209825.0,97910.0
213,,동구,합계,234959.0,17000.0,14056.0,14981,17599.0,11752.0,9483.0,7287,4428.0,1950.0,627.0,154,82.0,63636.0,35763.0
214,,,남자,118911.0,9075.0,7842.0,7916,9182.0,5561.0,4374.0,2981,1600.0,581.0,161.0,45,24.0,34015.0,15327.0
215,,,여자,116048.0,7925.0,6214.0,7065,8417.0,6191.0,5109.0,4306,2828.0,1369.0,466.0,109,58.0,29621.0,20436.0
216,,중구,합계,252490.0,17572.0,14728.0,15118,18595.0,12650.0,10059.0,7795,4769.0,2223.0,736.0,170,66.0,66013.0,38468.0
217,,,남자,125383.0,9195.0,7739.0,7695,9276.0,6011.0,4561.0,3385,1789.0,640.0,189.0,38,16.0,33905.0,16629.0
218,,,여자,127107.0,8377.0,6989.0,7423,9319.0,6639.0,5498.0,4410,2980.0,1583.0,547.0,132,50.0,32108.0,21839.0
219,,서구,합계,491011.0,38939.0,34449.0,35072,37629.0,17062.0,12268.0,9487,6132.0,2856.0,963.0,230,82.0,146089.0,49080.0
220,,,남자,242044.0,20316.0,17526.0,17664,18506.0,8322.0,5661.0,3999,2137.0,750.0,225.0,55,17.0,74012.0,21166.0
221,,,여자,248967.0,18623.0,16923.0,17408,19123.0,8740.0,6607.0,5488,3995.0,2106.0,738.0,175,65.0,72077.0,27914.0
222,,유성구,합계,343222.0,24737.0,24395.0,27981,30688.0,8607.0,6038.0,4904,3407.0,1699.0,625.0,143,51.0,107801.0,25474.0
223,,,남자,173072.0,13156.0,13287.0,14441,15127.0,4320.0,2736.0,1955,1073.0,449.0,133.0,33,10.0,56011.0,10709.0
224,,,여자,170150.0,11581.0,11108.0,13540,15561.0,4287.0,3302.0,2949,2334.0,1250.0,492.0,110,41.0,51790.0,14765.0
225,,대덕구,합계,192688.0,14957.0,11963.0,11691,13525.0,7820.0,5868.0,4586,2791.0,1229.0,358.0,104,27.0,52136.0,22783.0
226,,,남자,97879.0,8074.0,6635.0,6227,6971.0,3835.0,2689.0,1902,962.0,330.0,81.0,22,6.0,27907.0,9827.0
227,,,여자,94809.0,6883.0,5328.0,5464,6554.0,3985.0,3179.0,2684,1829.0,899.0,277.0,82,21.0,24229.0,12956.0
229,,,남자,603797.0,47935.0,41268.0,43071,49844.0,21333.0,13007.0,8126,3787.0,1182.0,287.0,67,28.0,182118.0,47817.0
230,,,여자,568507.0,36999.0,32502.0,38618,45611.0,20522.0,14457.0,11771,8066.0,4179.0,1526.0,320,110.0,153730.0,60951.0
231,,중구,합계,242536.0,17852.0,15177.0,16089,18689.0,10204.0,6784.0,4796,2672.0,1156.0,337.0,89,44.0,67807.0,26082.0
232,,,남자,123702.0,10040.0,8249.0,8410,9816.0,5069.0,3187.0,2016,924.0,258.0,45.0,14,10.0,36515.0,11523.0
233,,,여자,118834.0,7812.0,6928.0,7679,8873.0,5135.0,3597.0,2780,1748.0,898.0,292.0,75,34.0,31292.0,14559.0
234,,남구,합계,340714.0,27055.0,22804.0,23217,25397.0,12064.0,7453.0,5227,2914.0,1219.0,417.0,79,27.0,98473.0,29400.0
235,,,남자,173960.0,15119.0,12608.0,12218,12966.0,6143.0,3539.0,2215,931.0,270.0,74.0,17,6.0,52911.0,13195.0
236,,,여자,166754.0,11936.0,10196.0,10999,12431.0,5921.0,3914.0,3012,1983.0,949.0,343.0,62,21.0,45562.0,16205.0
237,,동구,합계,174514.0,11160.0,12318.0,15700,16067.0,6290.0,3569.0,2236,1303.0,646.0,248.0,52,26.0,55245.0,14370.0
238,,,남자,92144.0,6418.0,7224.0,8726,8904.0,3442.0,1829.0,937,365.0,110.0,33.0,8,6.0,31272.0,6730.0
239,,,여자,82370.0,4742.0,5094.0,6974,7163.0,2848.0,1740.0,1299,938.0,536.0,215.0,44,20.0,23973.0,7640.0
240,,북구,합계,195285.0,14309.0,11898.0,13825,18502.0,4740.0,3292.0,2379,1554.0,691.0,253.0,63,13.0,58534.0,12985.0
241,,,남자,101096.0,8154.0,6649.0,6944,9489.0,2331.0,1545.0,913,460.0,143.0,43.0,11,3.0,31236.0,5449.0
242,,,여자,94189.0,6155.0,5249.0,6881,9013.0,2409.0,1747.0,1466,1094.0,548.0,210.0,52,10.0,27298.0,7536.0
243,,울주군,합계,219255.0,14558.0,11573.0,12858,16800.0,8557.0,6366.0,5259,3410.0,1649.0,558.0,104,28.0,55789.0,25931.0
244,,,남자,112895.0,8204.0,6538.0,6773,8669.0,4348.0,2907.0,2045,1107.0,401.0,92.0,17,3.0,30184.0,10920.0
245,,,여자,106360.0,6354.0,5035.0,6085,8131.0,4209.0,3459.0,3214,2303.0,1248.0,466.0,87,25.0,25605.0,15011.0
247,,,남자,121505.0,6714.0,6711.0,9749,12652.0,3585.0,2593.0,2049,1220.0,454.0,122.0,17,8.0,35826.0,10048.0
248,,,여자,121543.0,6050.0,7048.0,10444,13106.0,3861.0,3170.0,2981,2281.0,1264.0,454.0,97,41.0,36648.0,14149.0
249,,세종특별자치시,합계,243048.0,12764.0,13759.0,20193,25758.0,7446.0,5763.0,5030,3501.0,1718.0,576.0,114,49.0,72474.0,24197.0
250,,,남자,121505.0,6714.0,6711.0,9749,12652.0,3585.0,2593.0,2049,1220.0,454.0,122.0,17,8.0,35826.0,10048.0
251,,,여자,121543.0,6050.0,7048.0,10444,13106.0,3861.0,3170.0,2981,2281.0,1264.0,454.0,97,41.0,36648.0,14149.0
253,,,남자,6395453.0,462233.0,419179.0,456660,537593.0,211457.0,162468.0,119014,63487.0,22835.0,6977.0,1774,876.0,1875665.0,588888.0
254,,,여자,6321327.0,419249.0,386589.0,436066,525627.0,228767.0,194675.0,163992,111608.0,57410.0,21418.0,5288,2429.0,1767531.0,785587.0
255,,수원시,합계,1194041.0,93237.0,89715.0,93592,104396.0,34417.0,26885.0,20574,12908.0,6193.0,2243.0,532,240.0,380940.0,103992.0
256,,,남자,601152.0,48549.0,47455.0,48417,53058.0,16491.0,12137.0,8372,4405.0,1635.0,537.0,113,67.0,197479.0,43757.0
257,,,여자,592889.0,44688.0,42260.0,45175,51338.0,17926.0,14748.0,12202,8503.0,4558.0,1706.0,419,173.0,183461.0,60235.0
258,,장안구,합계,296479.0,25238.0,20255.0,18955,22771.0,9409.0,7782.0,6094,3950.0,1936.0,705.0,166,74.0,87219.0,30116.0
259,,,남자,148987.0,13663.0,11019.0,9698,11358.0,4467.0,3429.0,2534,1365.0,541.0,184.0,34,20.0,45738.0,12574.0
260,,,여자,147492.0,11575.0,9236.0,9257,11413.0,4942.0,4353.0,3560,2585.0,1395.0,521.0,132,54.0,41481.0,17542.0
261,,권선구,합계,358393.0,27160.0,26687.0,29864,32859.0,10635.0,7910.0,6009,3739.0,1789.0,632.0,147,63.0,116570.0,30924.0
262,,,남자,180766.0,14031.0,13690.0,15475,17095.0,5191.0,3702.0,2391,1288.0,477.0,133.0,30,22.0,60291.0,13234.0
263,,,여자,177627.0,13129.0,12997.0,14389,15764.0,5444.0,4208.0,3618,2451.0,1312.0,499.0,117,41.0,56279.0,17690.0
264,,팔달구,합계,198515.0,14689.0,15451.0,15416,15893.0,8026.0,6347.0,4723,2779.0,1253.0,484.0,118,80.0,61449.0,23810.0
265,,,남자,99947.0,7571.0,8155.0,8138,8309.0,3802.0,2906.0,2001,966.0,318.0,122.0,31,20.0,32173.0,10166.0
266,,,여자,98568.0,7118.0,7296.0,7278,7584.0,4224.0,3441.0,2722,1813.0,935.0,362.0,87,60.0,29276.0,13644.0
267,,영통구,합계,340654.0,26150.0,27322.0,29357,32873.0,6347.0,4846.0,3748,2440.0,1215.0,422.0,101,23.0,115702.0,19142.0
268,,,남자,171452.0,13284.0,14591.0,15106,16296.0,3031.0,2100.0,1446,786.0,299.0,98.0,18,5.0,59277.0,7783.0
269,,,여자,169202.0,12866.0,12731.0,14251,16577.0,3316.0,2746.0,2302,1654.0,916.0,324.0,83,18.0,56425.0,11359.0
270,,성남시,합계,974580.0,67518.0,69242.0,75240,80035.0,36875.0,28581.0,21342,13002.0,6486.0,2421.0,637,400.0,292035.0,109744.0
271,,,남자,483374.0,34717.0,34759.0,38100,40070.0,17619.0,13050.0,9276,4688.0,1840.0,584.0,173,97.0,147646.0,47327.0
272,,,여자,491206.0,32801.0,34483.0,37140,39965.0,19256.0,15531.0,12066,8314.0,4646.0,1837.0,464,303.0,144389.0,62417.0
273,,수정구,합계,232841.0,16349.0,16963.0,18371,19264.0,10808.0,8159.0,5774,3124.0,1369.0,517.0,161,166.0,70947.0,30078.0
274,,,남자,118343.0,8510.0,9024.0,9917,10286.0,5128.0,3707.0,2491,1109.0,368.0,123.0,44,43.0,37737.0,13013.0
275,,,여자,114498.0,7839.0,7939.0,8454,8978.0,5680.0,4452.0,3283,2015.0,1001.0,394.0,117,123.0,33210.0,17065.0
276,,중원구,합계,237909.0,16714.0,17033.0,18574,19186.0,10279.0,7776.0,5456,2990.0,1423.0,547.0,172,160.0,71507.0,28803.0
277,,,남자,120529.0,8717.0,8889.0,9757,10139.0,5060.0,3578.0,2350,1030.0,345.0,118.0,43,45.0,37502.0,12569.0
278,,,여자,117380.0,7997.0,8144.0,8817,9047.0,5219.0,4198.0,3106,1960.0,1078.0,429.0,129,115.0,34005.0,16234.0
279,,분당구,합계,503830.0,34455.0,35246.0,38295,41585.0,15788.0,12646.0,10112,6888.0,3694.0,1357.0,304,74.0,149581.0,50863.0
280,,,남자,244502.0,17490.0,16846.0,18426,19645.0,7431.0,5765.0,4435,2549.0,1127.0,343.0,86,9.0,72407.0,21745.0
281,,,여자,259328.0,16965.0,18400.0,19869,21940.0,8357.0,6881.0,5677,4339.0,2567.0,1014.0,218,65.0,77174.0,29118.0
282,,의정부시,합계,438457.0,32021.0,27050.0,27731,32771.0,17439.0,14895.0,11876,6851.0,2925.0,974.0,255,181.0,119573.0,55396.0
283,,,남자,216400.0,16523.0,13692.0,14082,16579.0,8024.0,6636.0,5033,2546.0,855.0,246.0,62,42.0,60876.0,23444.0
284,,,여자,222057.0,15498.0,13358.0,13649,16192.0,9415.0,8259.0,6843,4305.0,2070.0,728.0,193,139.0,58697.0,31952.0
285,,안양시,합계,597414.0,44999.0,42347.0,43678,45563.0,21016.0,15773.0,12032,7584.0,3600.0,1237.0,288,145.0,176587.0,61675.0
286,,,남자,296959.0,23492.0,21886.0,22450,22936.0,10379.0,7194.0,4926,2554.0,982.0,307.0,77,42.0,90764.0,26461.0
287,,,여자,300455.0,21507.0,20461.0,21228,22627.0,10637.0,8579.0,7106,5030.0,2618.0,930.0,211,103.0,85823.0,35214.0
288,,만안구,합계,252353.0,19118.0,18391.0,18763,19339.0,10535.0,8016.0,5975,3492.0,1530.0,563.0,117,76.0,75611.0,30304.0
289,,,남자,126793.0,9946.0,9570.0,9868,10134.0,5263.0,3712.0,2535,1242.0,408.0,153.0,33,23.0,39518.0,13369.0
290,,,여자,125560.0,9172.0,8821.0,8895,9205.0,5272.0,4304.0,3440,2250.0,1122.0,410.0,84,53.0,36093.0,16935.0
291,,동안구,합계,345061.0,25881.0,23956.0,24915,26224.0,10481.0,7757.0,6057,4092.0,2070.0,674.0,171,69.0,100976.0,31371.0
292,,,남자,170166.0,13546.0,12316.0,12582,12802.0,5116.0,3482.0,2391,1312.0,574.0,154.0,44,19.0,51246.0,13092.0
293,,,여자,174895.0,12335.0,11640.0,12333,13422.0,5365.0,4275.0,3666,2780.0,1496.0,520.0,127,50.0,49730.0,18279.0
294,,부천시,합계,851380.0,64394.0,61906.0,63834,68152.0,30584.0,21520.0,16329,10528.0,5001.0,1657.0,405,194.0,258286.0,86218.0
295,,,남자,425101.0,33805.0,31507.0,32796,34945.0,15392.0,10001.0,6399,3421.0,1334.0,386.0,93,49.0,133053.0,37075.0
296,,,여자,426279.0,30589.0,30399.0,31038,33207.0,15192.0,11519.0,9930,7107.0,3667.0,1271.0,312,145.0,125233.0,49143.0
297,,소사구,합계,283793.3333333333,21464.666666666668,20635.333333333332,21278,22717.333333333332,10194.666666666666,7173.333333333333,5443,3509.3333333333335,1667.0,552.3333333333334,135,64.66666666666667,86095.33333333333,28739.333333333332
298,,,남자,141700.33333333334,11268.333333333334,10502.333333333334,10932,11648.333333333334,5130.666666666667,3333.6666666666665,2133,1140.3333333333333,444.6666666666667,128.66666666666666,31,16.333333333333332,44351.0,12358.333333333334
299,,,여자,142093.0,10196.333333333334,10133.0,10346,11069.0,5064.0,3839.6666666666665,3310,2369.0,1222.3333333333333,423.6666666666667,104,48.333333333333336,41744.333333333336,16381.0
300,,오정구,합계,283793.3333333333,21464.666666666668,20635.333333333332,21278,22717.333333333332,10194.666666666666,7173.333333333333,5443,3509.3333333333335,1667.0,552.3333333333334,135,64.66666666666667,86095.33333333333,28739.333333333332
301,,,남자,141700.33333333334,11268.333333333334,10502.333333333334,10932,11648.333333333334,5130.666666666667,3333.6666666666665,2133,1140.3333333333333,444.6666666666667,128.66666666666666,31,16.333333333333332,44351.0,12358.333333333334
302,,,여자,142093.0,10196.333333333334,10133.0,10346,11069.0,5064.0,3839.6666666666665,3310,2369.0,1222.3333333333333,423.6666666666667,104,48.333333333333336,41744.333333333336,16381.0
303,,원미구,합계,283793.3333333333,21464.666666666668,20635.333333333332,21278,22717.333333333332,10194.666666666666,7173.333333333333,5443,3509.3333333333335,1667.0,552.3333333333334,135,64.66666666666667,86095.33333333333,28739.333333333332
304,,,남자,141700.33333333334,11268.333333333334,10502.333333333334,10932,11648.333333333334,5130.666666666667,3333.6666666666665,2133,1140.3333333333333,444.6666666666667,128.66666666666666,31,16.333333333333332,44351.0,12358.333333333334
305,,,여자,142093.0,10196.333333333334,10133.0,10346,11069.0,5064.0,3839.6666666666665,3310,2369.0,1222.3333333333333,423.6666666666667,104,48.333333333333336,41744.333333333336,16381.0
306,,광명시,합계,339484.0,22257.0,21117.0,24657,29285.0,12734.0,9414.0,7090,4369.0,1991.0,646.0,182,123.0,97316.0,36549.0
307,,,남자,168241.0,11934.0,10754.0,12353,14468.0,6183.0,4189.0,2896,1444.0,539.0,142.0,46,29.0,49509.0,15468.0
308,,,여자,171243.0,10323.0,10363.0,12304,14817.0,6551.0,5225.0,4194,2925.0,1452.0,504.0,136,94.0,47807.0,21081.0
309,,평택시,합계,470832.0,31594.0,29256.0,33433,39762.0,16131.0,13542.0,11596,7144.0,3133.0,1066.0,275,203.0,134045.0,53090.0
310,,,남자,240345.0,16754.0,15936.0,17608,21075.0,7504.0,5975.0,4748,2601.0,890.0,278.0,92,60.0,71373.0,22148.0
311,,,여자,230487.0,14840.0,13320.0,15825,18687.0,8627.0,7567.0,6848,4543.0,2243.0,788.0,183,143.0,62672.0,30942.0
312,,동두천시,합계,98277.0,6119.0,5218.0,5918,6946.0,4535.0,4211.0,3845,2170.0,938.0,315.0,87,71.0,24201.0,16172.0
313,,,남자,48970.0,3309.0,2726.0,3007,3525.0,2017.0,1773.0,1508,845.0,306.0,93.0,29,20.0,12567.0,6591.0
314,,,여자,49307.0,2810.0,2492.0,2911,3421.0,2518.0,2438.0,2337,1325.0,632.0,222.0,58,51.0,11634.0,9581.0
315,,안산시,합계,689859.0,58366.0,49333.0,46848,52665.0,18378.0,14219.0,11748,7819.0,3366.0,1243.0,280,97.0,207212.0,57150.0
316,,,남자,353394.0,30543.0,26364.0,25387,27628.0,9119.0,6356.0,4522,2576.0,908.0,276.0,61,23.0,109922.0,23841.0
317,,,여자,336465.0,27823.0,22969.0,21461,25037.0,9259.0,7863.0,7226,5243.0,2458.0,967.0,219,74.0,97290.0,33309.0
318,,상록구,합계,375857.0,32556.0,27220.0,25872,28325.0,10073.0,8267.0,6877,4509.0,1927.0,749.0,174,44.0,113973.0,32620.0
319,,,남자,191479.0,17015.0,14459.0,13990,14838.0,4910.0,3607.0,2637,1505.0,538.0,163.0,43,8.0,60302.0,13411.0
320,,,여자,184378.0,15541.0,12761.0,11882,13487.0,5163.0,4660.0,4240,3004.0,1389.0,586.0,131,36.0,53671.0,19209.0
321,,단원구,합계,314002.0,25810.0,22113.0,20976,24340.0,8305.0,5952.0,4871,3310.0,1439.0,494.0,106,53.0,93239.0,24530.0
322,,,남자,161915.0,13528.0,11905.0,11397,12790.0,4209.0,2749.0,1885,1071.0,370.0,113.0,18,15.0,49620.0,10430.0
323,,,여자,152087.0,12282.0,10208.0,9579,11550.0,4096.0,3203.0,2986,2239.0,1069.0,381.0,88,38.0,43619.0,14100.0
324,,고양시,합계,1039684.0,78192.0,67006.0,65622,77923.0,32623.0,29284.0,25220,16284.0,7384.0,2454.0,594,249.0,288743.0,114092.0
325,,,남자,510923.0,40672.0,33359.0,32305,37387.0,14887.0,12483.0,10287,6044.0,2271.0,656.0,176,62.0,143723.0,46866.0
326,,,여자,528761.0,37520.0,33647.0,33317,40536.0,17736.0,16801.0,14933,10240.0,5113.0,1798.0,418,187.0,145020.0,67226.0
327,,덕양구,합계,446233.0,31659.0,27925.0,29610,35499.0,16176.0,14389.0,11935,7160.0,3208.0,1102.0,283,159.0,124693.0,54412.0
328,,,남자,221496.0,16532.0,14133.0,14887,17585.0,7413.0,6165.0,5020,2617.0,973.0,278.0,87,34.0,63137.0,22587.0
329,,,여자,224737.0,15127.0,13792.0,14723,17914.0,8763.0,8224.0,6915,4543.0,2235.0,824.0,196,125.0,61556.0,31825.0
330,,일산동구,합계,292612.0,23123.0,20469.0,18764,21344.0,8223.0,7363.0,6277,4430.0,2012.0,716.0,153,42.0,83700.0,29216.0
331,,,남자,142947.0,11947.0,10016.0,9185,9981.0,3794.0,3171.0,2507,1630.0,615.0,193.0,47,15.0,41129.0,11972.0
332,,,여자,149665.0,11176.0,10453.0,9579,11363.0,4429.0,4192.0,3770,2800.0,1397.0,523.0,106,27.0,42571.0,17244.0
333,,일산서구,합계,300839.0,23410.0,18612.0,17248,21080.0,8224.0,7532.0,7008,4694.0,2164.0,636.0,158,48.0,80350.0,30464.0
334,,,남자,146480.0,12193.0,9210.0,8233,9821.0,3680.0,3147.0,2760,1797.0,683.0,185.0,42,13.0,39457.0,12307.0
335,,,여자,154359.0,11217.0,9402.0,9015,11259.0,4544.0,4385.0,4248,2897.0,1481.0,451.0,116,35.0,40893.0,18157.0
336,,과천시,합계,63778.0,4657.0,4272.0,3948,4020.0,2291.0,1918.0,1510,1103.0,590.0,222.0,61,40.0,16897.0,7735.0
337,,,남자,31013.0,2398.0,2252.0,2021,1911.0,1055.0,826.0,611,387.0,165.0,53.0,16,4.0,8582.0,3117.0
338,,,여자,32765.0,2259.0,2020.0,1927,2109.0,1236.0,1092.0,899,716.0,425.0,169.0,45,36.0,8315.0,4618.0
339,,구리시,합계,193763.0,14510.0,12305.0,12787,15071.0,6818.0,5621.0,4229,2335.0,1069.0,379.0,111,61.0,54673.0,20623.0
340,,,남자,96397.0,7603.0,6238.0,6339,7552.0,3273.0,2543.0,1802,846.0,300.0,94.0,26,19.0,27732.0,8903.0
341,,,여자,97366.0,6907.0,6067.0,6448,7519.0,3545.0,3078.0,2427,1489.0,769.0,285.0,85,42.0,26941.0,11720.0
342,,남양주시,합계,662154.0,42538.0,34378.0,40546,56789.0,25080.0,20586.0,15512,8958.0,3927.0,1397.0,354,172.0,174251.0,75986.0
343,,,남자,330749.0,22288.0,17714.0,19720,27694.0,11938.0,9452.0,6782,3349.0,1138.0,338.0,102,51.0,87416.0,33150.0
344,,,여자,331405.0,20250.0,16664.0,20826,29095.0,13142.0,11134.0,8730,5609.0,2789.0,1059.0,252,121.0,86835.0,42836.0
345,,오산시,합계,208656.0,13125.0,13371.0,18323,22442.0,5283.0,4334.0,3315,1946.0,749.0,287.0,68,33.0,67261.0,16015.0
346,,,남자,107056.0,6866.0,7144.0,9601,11763.0,2512.0,1865.0,1383,737.0,189.0,67.0,17,7.0,35374.0,6777.0
347,,,여자,101600.0,6259.0,6227.0,8722,10679.0,2771.0,2469.0,1932,1209.0,560.0,220.0,51,26.0,31887.0,9238.0
348,,시흥시,합계,402888.0,30872.0,25124.0,26414,33961.0,10156.0,8022.0,6782,4073.0,1782.0,622.0,153,60.0,116371.0,31650.0
349,,,남자,211392.0,16630.0,13775.0,14240,18224.0,5037.0,3574.0,2628,1384.0,450.0,142.0,33,18.0,62869.0,13266.0
350,,,여자,191496.0,14242.0,11349.0,12174,15737.0,5119.0,4448.0,4154,2689.0,1332.0,480.0,120,42.0,53502.0,18384.0
351,,군포시,합계,284890.0,19929.0,19253.0,21719,23331.0,8987.0,7040.0,5816,3968.0,1884.0,616.0,168,51.0,84232.0,28530.0
352,,,남자,141647.0,10468.0,9802.0,11120,11793.0,4447.0,3104.0,2329,1444.0,588.0,157.0,44,13.0,43183.0,12126.0
353,,,여자,143243.0,9461.0,9451.0,10599,11538.0,4540.0,3936.0,3487,2524.0,1296.0,459.0,124,38.0,41049.0,16404.0
354,,의왕시,합계,156763.0,11549.0,10712.0,10678,11937.0,5548.0,4185.0,3325,2197.0,1113.0,406.0,98,40.0,44876.0,16912.0
355,,,남자,78304.0,6075.0,5622.0,5580,6048.0,2768.0,1925.0,1406,738.0,318.0,97.0,21,9.0,23325.0,7282.0
356,,,여자,78459.0,5474.0,5090.0,5098,5889.0,2780.0,2260.0,1919,1459.0,795.0,309.0,77,31.0,21551.0,9630.0
357,,하남시,합계,211101.0,12702.0,12650.0,15937,20543.0,8771.0,6058.0,4075,2445.0,1209.0,525.0,132,91.0,61832.0,23306.0
358,,,남자,106472.0,6709.0,6474.0,8016,10440.0,4469.0,3029.0,1844,816.0,287.0,114.0,38,25.0,31639.0,10622.0
359,,,여자,104629.0,5993.0,6176.0,7921,10103.0,4302.0,3029.0,2231,1629.0,922.0,411.0,94,66.0,30193.0,12684.0
360,,용인시,합계,991126.0,64305.0,53070.0,63772,89029.0,35087.0,29909.0,22258,12802.0,6017.0,2193.0,559,143.0,270176.0,108968.0
361,,,남자,492374.0,33154.0,27304.0,31054,42766.0,15826.0,13937.0,10400,5207.0,1888.0,554.0,119,25.0,134278.0,47956.0
362,,,여자,498752.0,31151.0,25766.0,32718,46263.0,19261.0,15972.0,11858,7595.0,4129.0,1639.0,440,118.0,135898.0,61012.0
363,,처인구,합계,226130.0,16332.0,13083.0,14782,17857.0,8571.0,7097.0,5733,3776.0,1724.0,631.0,152,64.0,62054.0,27748.0
364,,,남자,115841.0,8595.0,7138.0,7774,9304.0,4154.0,3274.0,2428,1457.0,477.0,149.0,41,12.0,32811.0,11992.0
365,,,여자,110289.0,7737.0,5945.0,7008,8553.0,4417.0,3823.0,3305,2319.0,1247.0,482.0,111,52.0,29243.0,15756.0
366,,기흥구,합계,417163.0,25641.0,21796.0,27666,40421.0,14056.0,11865.0,8690,4783.0,2355.0,818.0,222,43.0,115524.0,42832.0
367,,,남자,206316.0,13206.0,11104.0,13284,19272.0,6205.0,5545.0,4086,1949.0,777.0,214.0,47,8.0,56866.0,18831.0
368,,,여자,210847.0,12435.0,10692.0,14382,21149.0,7851.0,6320.0,4604,2834.0,1578.0,604.0,175,35.0,58658.0,24001.0
369,,수지구,합계,347833.0,22332.0,18191.0,21324,30751.0,12460.0,10947.0,7835,4243.0,1938.0,744.0,185,36.0,92598.0,38388.0
370,,,남자,170217.0,11353.0,9062.0,9996,14190.0,5467.0,5118.0,3886,1801.0,634.0,191.0,31,5.0,44601.0,17133.0
371,,,여자,177616.0,10979.0,9129.0,11328,16561.0,6993.0,5829.0,3949,2442.0,1304.0,553.0,154,31.0,47997.0,21255.0
372,,파주시,합계,430781.0,26510.0,26349.0,31171,36481.0,15083.0,13698.0,11567,6854.0,3219.0,1095.0,296,168.0,120511.0,51980.0
373,,,남자,218565.0,13434.0,14186.0,16939,18600.0,7004.0,6102.0,4851,2637.0,998.0,281.0,83,49.0,63159.0,22005.0
374,,,여자,212216.0,13076.0,12163.0,14232,17881.0,8079.0,7596.0,6716,4217.0,2221.0,814.0,213,119.0,57352.0,29975.0
375,,이천시,합계,210359.0,13696.0,13063.0,14941,16877.0,7428.0,6400.0,5543,3636.0,1610.0,585.0,134,44.0,58577.0,25380.0
376,,,남자,107044.0,7298.0,6769.0,7795,8689.0,3624.0,2958.0,2334,1315.0,464.0,152.0,31,13.0,30551.0,10891.0
377,,,여자,103315.0,6398.0,6294.0,7146,8188.0,3804.0,3442.0,3209,2321.0,1146.0,433.0,103,31.0,28026.0,14489.0
378,,안성시,합계,182896.0,11233.0,9792.0,11830,14801.0,7615.0,6509.0,5934,4044.0,1731.0,603.0,128,42.0,47656.0,26606.0
379,,,남자,93389.0,6073.0,5279.0,6318,7780.0,3700.0,2932.0,2480,1440.0,444.0,154.0,26,8.0,25450.0,11184.0
380,,,여자,89507.0,5160.0,4513.0,5512,7021.0,3915.0,3577.0,3454,2604.0,1287.0,449.0,102,34.0,22206.0,15422.0
